id,type,fedWith,weight,offset
urn:ngsi-ld:Animal:cow032,Animal,Grass,396,-15
urn:ngsi-ld:Animal:cow032,Animal,Grass,392,-14
urn:ngsi-ld:Animal:cow032,Animal,Grass,398,-13
urn:ngsi-ld:Animal:cow032,Animal,Grass,400,-12
urn:ngsi-ld:Animal:cow032,Animal,Grass,403,-11
urn:ngsi-ld:Animal:cow032,Animal,Hay,402,-10
urn:ngsi-ld:Animal:cow032,Animal,Hay,404,-9
urn:ngsi-ld:Animal:cow032,Animal,Oats,406,-8
urn:ngsi-ld:Animal:cow032,Animal,Hay,398,-7
urn:ngsi-ld:Animal:cow032,Animal,Hay,400,-6
urn:ngsi-ld:Animal:cow032,Animal,Grass,402,-5
urn:ngsi-ld:Animal:cow032,Animal,Grass,408,-4
urn:ngsi-ld:Animal:cow032,Animal,Grass,409,-3
urn:ngsi-ld:Animal:cow032,Animal,Grass,410,-2
urn:ngsi-ld:Animal:cow032,Animal,Grass,410,-1
urn:ngsi-ld:Animal:cow038,Animal,Grass,447,-24
urn:ngsi-ld:Animal:cow038,Animal,Grass,449,-23
urn:ngsi-ld:Animal:cow038,Animal,Hay,447,-22
urn:ngsi-ld:Animal:cow038,Animal,Hay,442,-21
urn:ngsi-ld:Animal:cow038,Animal,Oats,443,-20
urn:ngsi-ld:Animal:cow038,Animal,Hay,441,-19
urn:ngsi-ld:Animal:cow038,Animal,Hay,443,-18
urn:ngsi-ld:Animal:cow038,Animal,Grass,445,-17
urn:ngsi-ld:Animal:cow038,Animal,Grass,450,-16
urn:ngsi-ld:Animal:cow038,Animal,Grass,451,-15
urn:ngsi-ld:Animal:cow038,Animal,Grass,446,-14
urn:ngsi-ld:Animal:cow038,Animal,Grass,451,-13
urn:ngsi-ld:Animal:cow038,Animal,Grass,452,-12
urn:ngsi-ld:Animal:cow038,Animal,Grass,453,-11
urn:ngsi-ld:Animal:cow038,Animal,Hay,451,-10
urn:ngsi-ld:Animal:cow038,Animal,Hay,452,-9
urn:ngsi-ld:Animal:cow038,Animal,Oats,454,-8
urn:ngsi-ld:Animal:cow038,Animal,Hay,445,-7
urn:ngsi-ld:Animal:cow038,Animal,Hay,446,-6
urn:ngsi-ld:Animal:cow038,Animal,Grass,447,-5
urn:ngsi-ld:Animal:cow038,Animal,Grass,452,-4
urn:ngsi-ld:Animal:cow038,Animal,Grass,453,-3
urn:ngsi-ld:Animal:cow038,Animal,Grass,453,-2
urn:ngsi-ld:Animal:cow038,Animal,Grass,453,-1
urn:ngsi-ld:Animal:cow039,Animal,Grass,375,-24
urn:ngsi-ld:Animal:cow039,Animal,Grass,376,-23
urn:ngsi-ld:Animal:cow039,Animal,Hay,375,-22
urn:ngsi-ld:Animal:cow039,Animal,Hay,370,-21
urn:ngsi-ld:Animal:cow039,Animal,Oats,371,-20
urn:ngsi-ld:Animal:cow039,Animal,Hay,370,-19
urn:ngsi-ld:Animal:cow039,Animal,Hay,371,-18
urn:ngsi-ld:Animal:cow039,Animal,Grass,373,-17
urn:ngsi-ld:Animal:cow039,Animal,Grass,377,-16
urn:ngsi-ld:Animal:cow039,Animal,Grass,379,-15
urn:ngsi-ld:Animal:cow039,Animal,Grass,373,-14
urn:ngsi-ld:Animal:cow039,Animal,Grass,377,-13
urn:ngsi-ld:Animal:cow039,Animal,Grass,379,-12
urn:ngsi-ld:Animal:cow039,Animal,Grass,380,-11
urn:ngsi-ld:Animal:cow039,Animal,Hay,378,-10
urn:ngsi-ld:Animal:cow039,Animal,Hay,380,-9
urn:ngsi-ld:Animal:cow039,Animal,Oats,381,-8
urn:ngsi-ld:Animal:cow039,Animal,Hay,372,-7
urn:ngsi-ld:Animal:cow039,Animal,Hay,374,-6
urn:ngsi-ld:Animal:cow039,Animal,Grass,375,-5
urn:ngsi-ld:Animal:cow039,Animal,Grass,379,-4
urn:ngsi-ld:Animal:cow039,Animal,Grass,380,-3
urn:ngsi-ld:Animal:cow039,Animal,Grass,380,-2
urn:ngsi-ld:Animal:cow039,Animal,Grass,380,-1
urn:ngsi-ld:Animal:cow040,Animal,Grass,131,-24
urn:ngsi-ld:Animal:cow040,Animal,Grass,146,-23
urn:ngsi-ld:Animal:cow040,Animal,Hay,159,-22
urn:ngsi-ld:Animal:cow040,Animal,Hay,165,-21
urn:ngsi-ld:Animal:cow040,Animal,Oats,178,-20
urn:ngsi-ld:Animal:cow040,Animal,Hay,189,-19
urn:ngsi-ld:Animal:cow040,Animal,Hay,200,-18
urn:ngsi-ld:Animal:cow040,Animal,Grass,212,-17
urn:ngsi-ld:Animal:cow040,Animal,Grass,225,-16
urn:ngsi-ld:Animal:cow040,Animal,Grass,235,-15
urn:ngsi-ld:Animal:cow040,Animal,Grass,238,-14
urn:ngsi-ld:Animal:cow040,Animal,Grass,249,-13
urn:ngsi-ld:Animal:cow040,Animal,Grass,258,-12
urn:ngsi-ld:Animal:cow040,Animal,Grass,267,-11
urn:ngsi-ld:Animal:cow040,Animal,Hay,273,-10
urn:ngsi-ld:Animal:cow040,Animal,Hay,281,-9
urn:ngsi-ld:Animal:cow040,Animal,Oats,289,-8
urn:ngsi-ld:Animal:cow040,Animal,Hay,286,-7
urn:ngsi-ld:Animal:cow040,Animal,Hay,293,-6
urn:ngsi-ld:Animal:cow040,Animal,Grass,300,-5
urn:ngsi-ld:Animal:cow040,Animal,Grass,309,-4
urn:ngsi-ld:Animal:cow040,Animal,Grass,315,-3
urn:ngsi-ld:Animal:cow040,Animal,Grass,320,-2
urn:ngsi-ld:Animal:cow040,Animal,Grass,324,-1
urn:ngsi-ld:Animal:cow101,Animal,Milk,40,-16
urn:ngsi-ld:Animal:cow101,Animal,Milk,48,-15
urn:ngsi-ld:Animal:cow101,Animal,Milk,53,-14
urn:ngsi-ld:Animal:cow101,Animal,Milk,57,-13
urn:ngsi-ld:Animal:cow101,Animal,Milk,61,-12
urn:ngsi-ld:Animal:cow101,Animal,Milk,68,-11
urn:ngsi-ld:Animal:cow101,Animal,Hay,73,-10
urn:ngsi-ld:Animal:cow101,Animal,Hay,75,-9
urn:ngsi-ld:Animal:cow101,Animal,Oats,84,-8
urn:ngsi-ld:Animal:cow101,Animal,Hay,90,-7
urn:ngsi-ld:Animal:cow101,Animal,Hay,95,-6
urn:ngsi-ld:Animal:cow101,Animal,Grass,96,-5
urn:ngsi-ld:Animal:cow101,Animal,Grass,104,-4
urn:ngsi-ld:Animal:cow101,Animal,Grass,107,-3
urn:ngsi-ld:Animal:cow101,Animal,Grass,113,-2
urn:ngsi-ld:Animal:cow101,Animal,Grass,120,-1
urn:ngsi-ld:Animal:cow102,Animal,Milk,37,-16
urn:ngsi-ld:Animal:cow102,Animal,Milk,44,-15
urn:ngsi-ld:Animal:cow102,Animal,Milk,46,-14
urn:ngsi-ld:Animal:cow102,Animal,Milk,53,-13
urn:ngsi-ld:Animal:cow102,Animal,Milk,57,-12
urn:ngsi-ld:Animal:cow102,Animal,Milk,58,-11
urn:ngsi-ld:Animal:cow102,Animal,Hay,62,-10
urn:ngsi-ld:Animal:cow102,Animal,Hay,66,-9
urn:ngsi-ld:Animal:cow102,Animal,Oats,73,-8
urn:ngsi-ld:Animal:cow102,Animal,Hay,75,-7
urn:ngsi-ld:Animal:cow102,Animal,Hay,79,-6
urn:ngsi-ld:Animal:cow102,Animal,Grass,85,-5
urn:ngsi-ld:Animal:cow102,Animal,Grass,92,-4
urn:ngsi-ld:Animal:cow102,Animal,Grass,94,-3
urn:ngsi-ld:Animal:cow102,Animal,Grass,101,-2
urn:ngsi-ld:Animal:cow102,Animal,Grass,103,-1
